,index,entities,labels,size
795,289,54,DATE,1
796,290,55,CARDINAL,1
797,291,55,DATE,1
798,302,6 GHz,QUANTITY,1
799,303,6 percent,PERCENT,1
800,304,"6, June 2017",DATE,1
801,305,6.0,CARDINAL,1
802,306,6.9,CARDINAL,1
803,309,600,CARDINAL,1
804,311,61,DATE,1
805,317,65–70,PRODUCT,1
806,319,67,CARDINAL,1
807,320,67,DATE,1
808,321,68,CARDINAL,1
809,324,"7
                                 ",MONEY,1
810,325,7 billion,CARDINAL,1
811,328,70,DATE,1
812,329,70 percent,PERCENT,1
813,333,71,CARDINAL,1
814,337,74,CARDINAL,1
815,174,205,CARDINAL,1
816,169,2025.95,CARDINAL,1
817,398,Advanced                         Fiber/DOCSIS,ORG,1
818,55,0.4,DATE,1
819,39,+46,GPE,1
820,40,+50%,PERCENT,1
821,41,+60%,PERCENT,1
822,42,+66%,PERCENT,1
823,43,+70%,PERCENT,1
824,44,+8%,PERCENT,1
825,48,0 0.5,CARDINAL,1
826,50,0.1 1.3                         ,MONEY,1
827,51,0.2 1.1,CARDINAL,1
828,52,0.2 1.2,CARDINAL,1
829,53,0.3 1.0,CARDINAL,1
830,57,0.5 to 50 Mbps,QUANTITY,1
831,37,+43%,PERCENT,1
832,58,0.6,PERSON,1
833,59,0.8,PERSON,1
834,61,1 Mbps,QUANTITY,1
835,62,1 billion,CARDINAL,1
836,64,1 to 1.5 percent,PERCENT,1
837,65,1 to 2 percent,PERCENT,1
838,66,1 to 50 Mbps,QUANTITY,1
839,67,1%,PERCENT,1
840,69,1.0,PERSON,1
841,72,1.29 lakh,QUANTITY,1
842,74,1.7,CARDINAL,1
843,38,+45%,PERCENT,1
844,36,+40%,PERCENT,1
845,167,2025,CARDINAL,1
846,21,$5 trillion,MONEY,1
847,4,$100 billion to $160 billion,MONEY,1
848,5,$130 billion to $200 billion,MONEY,1
849,6,$145 billion,MONEY,1
850,7,$150 billion,MONEY,1
851,11,$20 billion to $30 billion,MONEY,1
852,12,$230 billion to $400 billion,MONEY,1
853,13,$250 billion,MONEY,1
854,15,$27 billion,MONEY,1
855,16,$30 billion,MONEY,1
856,17,$40 billion to $70 billion,MONEY,1
857,20,$45 billion to $70 billion,MONEY,1
858,22,$50 billion,MONEY,1
859,35,+39%,PERCENT,1
860,23,$50 billion to $100 billion,MONEY,1
861,24,$60 billion to $100 billion,MONEY,1
862,25,$70 billion,MONEY,1
863,26,$700 billion to $900 billion,MONEY,1
864,27,"%

                                                      ",MONEY,1
865,28,+14%,PERCENT,1
866,29,+159%,PERCENT,1
867,30,+2%,PERCENT,1
868,31,+22%,PERCENT,1
869,32,+27%,PERCENT,1
870,34,+35%,PERCENT,1
871,78,10 to 20 percent,PERCENT,1
872,79,10 years,DATE,1
873,80,10%,PERCENT,1
874,145,2010-2011,DATE,1
875,123,"18
 %",PERCENT,1
876,124,18 19 20,DATE,1
877,125,18.2,CARDINAL,1
878,126,187,CARDINAL,1
879,128,1990,DATE,1
880,131,"2,000",CARDINAL,1
881,132,"2,300",CARDINAL,1
882,133,2.0,DATE,1
883,135,2.2,CARDINAL,1
884,139,"20



                                                                                       File sharing                        ",PERSON,1
885,143,20%,PERCENT,1
886,146,2011,DATE,1
887,82,10.5,CARDINAL,1
888,147,2011/12,DATE,1
889,148,2012,DATE,1
890,150,2014,DATE,1
891,154,2017 to 2022,DATE,1
892,155,2017/18,DATE,1
893,157,2018-,CARDINAL,1
894,159,2019-2023,DATE,1
895,160,2019.76,CARDINAL,1
896,161,2019–2023,CARDINAL,1
897,162,2020,CARDINAL,1
898,166,2023.96,CARDINAL,1
899,120,164,CARDINAL,1
900,118,150 million,CARDINAL,1
901,117,15.8,CARDINAL,1
902,116,15 years,DATE,1
903,85,100 to 300 Mbps,QUANTITY,1
904,87,101,FAC,1
905,88,102,CARDINAL,1
906,89,103,CARDINAL,1
907,90,104,CARDINAL,1
908,91,105,CARDINAL,1
909,92,106,DATE,1
910,93,107,CARDINAL,1
911,94,108,CARDINAL,1
912,95,"10–15




                     ",ORG,1
913,97,11,DATE,1
914,98,11 to 20 percent,PERCENT,1
915,99,11 years of age,DATE,1
916,100,110,CARDINAL,1
917,101,112,CARDINAL,1
918,102,115,CARDINAL,1
919,103,116,CARDINAL,1
920,104,117,CARDINAL,1
921,105,118,CARDINAL,1
922,108,13.2,CARDINAL,1
923,110,"14
 ",PRODUCT,1
924,111,14 percent,PERCENT,1
925,112,14.7,CARDINAL,1
926,397,Advanced,PRODUCT,1
927,399,Advanced                       Fiber/DOCSIS,PRODUCT,1
928,704,Milan,GPE,1
929,599,Industry 4.0,LAW,1
930,582,IHS Markit,ORG,1
931,584,IHS Markit Markit,ORG,1
932,585,IHS Markit’s,ORG,1
933,586,IHS Technology,ORG,1
934,590,ISP,ORG,1
935,592,ITU News Magazine,ORG,1
936,593,ITU-R,ORG,1
937,594,Incremental,ORG,1
938,596,Indonesia,GPE,1
939,597,Industrial Cloud,ORG,1
940,598,Industries/Technology-Media-,ORG,1
941,600,"Industry 4.0
",LAW,1
942,580,IHS Economics and IHS Technology,ORG,1
943,602,Intermediate2,PERSON,1
944,603,"International
            Telecommunications Union",ORG,1
945,604,International Telecommunication Union,ORG,1
946,605,IoT,ORG,1
947,606,IoT,WORK_OF_ART,1
948,607,IoT   ,PRODUCT,1
949,608,IoT Times,ORG,1
950,610,Israel,GPE,1
951,612,Jaana Remes,PERSON,1
952,613,James,PERSON,1
953,616,"January 2, 2019",DATE,1
954,581,IHS Global Industry Service,ORG,1
955,579,IHS Economics,ORG,1
956,543,Forrester,ORG,1
957,560,Generation Z,WORK_OF_ART,1
958,546,Frederic Lardinois,PERSON,1
959,547,"Frictionless
",ORG,1
960,548,Frontier,FAC,1
961,550,"Frontier
",LOC,1
962,552,G IoT,ORG,1
963,553,G R&D,ORG,1
964,554,GDPR.62,CARDINAL,1
965,555,GEO,PRODUCT,1
966,556,GMSA Intelligence,ORG,1
967,558,Gaimersheim,PERSON,1
968,559,Gary Pinkus,PERSON,1
969,562,Getty,ORG,1
970,578,IHS,ORG,1
971,563,Giuseppe Lacerenza,PERSON,1
972,564,Global Industry Service,ORG,1
973,565,Global Institute,ORG,1
974,566,Google,ORG,1
975,567,"Google
     Cloud",PRODUCT,1
976,569,Google Fiber,ORG,1
977,571,Hollywood,GPE,1
978,572,Huawei,ORG,1
979,573,"Humber River Hospital
                                        ",ORG,1
980,576,IEEE,ORG,1
981,577,IEEE Journal,ORG,1
982,619,January 2019,DATE,1
983,622,Jennifer Jacobs,PERSON,1
984,623,Jeongmin Seong,PERSON,1
985,686,"McKinsey Global
     Institute",ORG,1
986,666,MHz,PRODUCT,1
987,667,MPI Group,ORG,1
988,668,MVNO,ORG,1
989,669,Making the most of the ecosystem economy,WORK_OF_ART,1
990,670,Malaysia,GPE,1
991,671,Mansoor Shafi et al.,PERSON,1
992,672,March 2018,DATE,1
993,674,Margaux Dulak,PERSON,1
994,675,Marisa Carder,PERSON,1
995,676,Markus Weckman,PERSON,1
996,685,McKinsey Digital,ORG,1
997,687,"McKinsey Global
Institute",ORG,1
998,624,Joe O’Halloran,PERSON,1
999,690,"McKinsey Global Institute


                                      ",ORG,1
1000,691,"McKinsey Global Institute


Connectivity",ORG,1
1001,692,"McKinsey Global Institute


Exhibit",ORG,1
1002,693,"McKinsey Global Institute


Exhibit 10",ORG,1
1003,695,McKinsey fund MGI,ORG,1
1004,696,McKinsey research,ORG,1
1005,697,McKinsey-Center-for,ORG,1
1006,698,Media & Entertainment,ORG,1
1007,699,Mekala Krishnan,PERSON,1
1008,700,Michael Birshan,PERSON,1
1009,703,Microsoft,ORG,1
1010,664,M2M,ORG,1
1011,663,LogiTag,GPE,1
1012,661,Lisa Renaud,PERSON,1
1013,660,Laurence Parc,PERSON,1
1014,625,Jonathan Woetzel,PERSON,1
1015,626,Julie Philpot,PERSON,1
1016,627,July 2015,DATE,1
1017,630,"July 31, 2019",DATE,1
1018,633,June 2017,DATE,1
1019,636,"June 30, 2019",DATE,1
1020,637,Just over half,CARDINAL,1
1021,638,Justin Sink,PERSON,1
1022,639,Kanishka Rao,PERSON,1
1023,640,Katie Znamroski,PERSON,1
1024,641,Katy George,PERSON,1
1025,642,Kersten Heineke,PERSON,1
1026,643,Klaus Potozky,PERSON,1
1027,646,Kweilin Ellingrud,PERSON,1
1028,648,LEO,PERSON,1
1029,649,"LEO
       ",PRODUCT,1
1030,650,LEO satellite,ORG,1
1031,651,LEO satellites,ORG,1
1032,652,LPWA,ORG,1
1033,655,LTE coverage.100,WORK_OF_ART,1
1034,657,Latin America,LOC,1
1035,658,Laura Brown,PERSON,1
1036,659,Lauren Meling,PERSON,1
1037,544,Forrester Research,ORG,1
1038,542,Followers,PRODUCT,1
1039,401,Agriculture,ORG,1
1040,452,CAGR,ORG,1
1041,437,Beltir Caglar-Dayanik,PERSON,1
1042,438,Ben Hamilton,PERSON,1
1043,439,Beyond,ORG,1
1044,440,BharatNet,ORG,1
1045,441,BharatNet links,PRODUCT,1
1046,442,Birmingham,GPE,1
1047,443,Bloomberg,ORG,1
1048,445,Bluetooth beacons,ORG,1
1049,448,Box 2,PRODUCT,1
1050,450,Brian Heater,PERSON,1
1051,451,Business Intelligence Unit,ORG,1
1052,454,"Car Data
Monetization publication",EVENT,1
1053,434,BBC News,ORG,1
1054,455,Cathy Gui,PERSON,1
1055,456,Chapter 2,LAW,1
1056,458,Chapter 4,LAW,1
1057,460,Chile,GPE,1
1058,462,China Daily,ORG,1
1059,464,Chris Llewellyn,PERSON,1
1060,466,"Cisco Visual
    Networking",ORG,1
1061,468,Cityscope,PRODUCT,1
1062,469,Claus Gerckens,PERSON,1
1063,470,Cognition,PRODUCT,1
1064,471,ComputerWeekly,ORG,1
1065,436,Basic1,PERSON,1
1066,433,B. Rides,PERSON,1
1067,541,Followers,NORP,1
1068,418,Apple,ORG,1
1069,403,Amanda Covington,PERSON,1
1070,405,Amazon News Center,ORG,1
1071,406,Amazon Sidewalk,WORK_OF_ART,1
1072,408,Amsterdam,GPE,1
1073,410,Anas Ilhami,PERSON,1
1074,411,Andreas Langholz,PERSON,1
1075,412,André Dua,PERSON,1
1076,413,Andrés Cadena,PERSON,1
1077,414,Anne Mathoulin,PERSON,1
1078,415,Annual,DATE,1
1079,416,Anu Madgavkar,PERSON,1
1080,419,Approximately 55 to 65 percent,CARDINAL,1
1081,432,Azure,PRODUCT,1
1082,420,"April 12, 2019",DATE,1
1083,421,April 2015,DATE,1
1084,422,April 2018,DATE,1
1085,424,"April 2019
     36",DATE,1
1086,425,Are you ready for,WORK_OF_ART,1
1087,426,Are you ready for 5G,WORK_OF_ART,1
1088,427,Arnab Das,PERSON,1
1089,428,Associates,ORG,1
1090,429,Audi,ORG,1
1091,430,Audi,PRODUCT,1
1092,431,August 2018,DATE,1
1093,473,Connected world:,WORK_OF_ART,1
1094,474,Conventional,ORG,1
1095,475,"Copyright © McKinsey & Company
",ORG,1
1096,525,Exhibit 14,LAW,1
1097,511,Economic Times,ORG,1
1098,512,Emir Okan,PERSON,1
1099,513,England,GPE,1
1100,514,Equinix,ORG,1
1101,515,Eric Hazan,PERSON,1
1102,518,Ericsson Mobility Report,ORG,1
1103,519,Ethiopia,GPE,1
1104,520,Euromonitor,ORG,1
1105,522,Exabytes,PERSON,1
1106,523,Exhibit 11,LAW,1
1107,524,Exhibit 13,LAW,1
1108,526,Exhibit 15,LAW,1
1109,476,Council,ORG,1
1110,527,"External

 ",ORG,1
1111,528,FCC,ORG,1
1112,529,Fan Gao,PERSON,1
1113,532,"February 2019
                                       49",DATE,1
1114,534,"February 2020
",DATE,1
1115,535,Federal Communication Commission,ORG,1
1116,536,Ferry Grijpink,GPE,1
1117,537,Finland,GPE,1
1118,538,First,ORDINAL,1
1119,539,Five,CARDINAL,1
1120,540,Floating Point Operations Per Second,ORG,1
1121,510,Eckart Windhagen,PRODUCT,1
1122,509,EBIT,ORG,1
1123,508,E4,CARDINAL,1
1124,507,E3,CARDINAL,1
1125,477,Covergirl,ORG,1
1126,479,DC,GPE,1
1127,480,Daimler,ORG,1
1128,481,Daimler.com,ORG,1
1129,482,Data,ORG,1
1130,483,DataSphere IoT,PRODUCT,1
1131,484,David,PERSON,1
1132,486,Deadra Henderson,PERSON,1
1133,488,December 2016,DATE,1
1134,489,December 2017,DATE,1
1135,490,December 2018,DATE,1
1136,492,Deloitte,ORG,1
1137,493,Dennis Alexander,PERSON,1
1138,494,Device Tracker,ORG,1
1139,495,Dhaval Patel,PERSON,1
1140,496,Digital,LOC,1
1141,498,"Digital
     Realty",ORG,1
1142,499,Digital America,LOC,1
1143,500,Digital Economy Papers,ORG,1
1144,501,Digital Europe,LOC,1
1145,503,Digitizing,ORG,1
1146,504,Digitizing healthcare: Opportunities for Germany,WORK_OF_ART,1
1147,505,Donald Takaya,PERSON,1
1148,1148, Manufacturing,ORG,1
